,ParkName,ParkType,Region,State,Year,Month,RecVisitors2018,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,UnitCode,Gross Acres 2018,VisitorDensity2018
199,Big South Fork NRRA,National River,Southeast ,TN,2018,8,53724,0,405993,0,265,0,619,3661,715,0,BISO,123694.1,0.434329527
200,Big South Fork NRRA,National River,Southeast ,TN,2018,9,71892,0,559708,0,352,0,1398,5400,574,0,BISO,123694.1,0.581207996
201,Big South Fork NRRA,National River,Southeast ,TN,2018,10,90033,0,693533,0,281,0,1701,6528,1225,0,BISO,123694.1,0.727868184
202,Big South Fork NRRA,National River,Southeast ,TN,2018,11,41918,0,281477,0,8,0,142,760,1015,0,BISO,123694.1,0.338884393
203,Big South Fork NRRA,National River,Southeast ,TN,2018,12,42210,0,257888,0,0,0,15,96,208,0,BISO,123694.1,0.341245055
204,Big Thicket NPRES,National Preserve,Intermountain ,TX,2018,1,11716,0,36029,0,0,0,0,0,101,0,BITH,113121.96,0.103569634
205,Big Thicket NPRES,National Preserve,Intermountain ,TX,2018,2,7714,0,22712,0,0,0,0,0,71,0,BITH,113121.96,0.068191888
206,Big Thicket NPRES,National Preserve,Intermountain ,TX,2018,3,16616,0,48283,0,0,0,0,0,396,0,BITH,113121.96,0.146885715
207,Big Thicket NPRES,National Preserve,Intermountain ,TX,2018,4,15860,0,50783,0,0,0,0,0,172,0,BITH,113121.96,0.140202663
208,Big Thicket NPRES,National Preserve,Intermountain ,TX,2018,5,23054,0,92261,0,0,0,0,0,278,0,BITH,113121.96,0.203797742
209,Big Thicket NPRES,National Preserve,Intermountain ,TX,2018,6,23344,0,102236,0,0,0,0,0,184,0,BITH,113121.96,0.206361347
210,Big Thicket NPRES,National Preserve,Intermountain ,TX,2018,7,24821,0,97156,0,0,0,0,0,64,0,BITH,113121.96,0.219418051
211,Big Thicket NPRES,National Preserve,Intermountain ,TX,2018,8,25615,0,99108,0,0,0,0,0,32,0,BITH,113121.96,0.226437024
212,Big Thicket NPRES,National Preserve,Intermountain ,TX,2018,9,18224,0,70152,0,0,0,0,0,18,0,BITH,113121.96,0.161100462
213,Big Thicket NPRES,National Preserve,Intermountain ,TX,2018,10,21434,0,71211,0,0,0,0,0,149,0,BITH,113121.96,0.189476915
214,Big Thicket NPRES,National Preserve,Intermountain ,TX,2018,11,20160,0,65708,0,0,0,0,0,262,0,BITH,113121.96,0.178214734
215,Big Thicket NPRES,National Preserve,Intermountain ,TX,2018,12,12956,0,45890,0,0,0,0,0,38,0,BITH,113121.96,0.114531255
216,Bighorn Canyon NRA,National Recreation Area,Intermountain ,MT,2018,1,5842,225,18170,225,0,0,0,30,0,0,BICA,120296.22,0.048563454
217,Bighorn Canyon NRA,National Recreation Area,Intermountain ,MT,2018,2,6200,225,19100,225,0,0,0,3,0,0,BICA,120296.22,0.051539442
218,Bighorn Canyon NRA,National Recreation Area,Intermountain ,MT,2018,3,10566,600,32395,600,0,0,0,0,0,0,BICA,120296.22,0.087833184
219,Bighorn Canyon NRA,National Recreation Area,Intermountain ,MT,2018,4,13281,675,41593,675,0,0,0,3,0,0,BICA,120296.22,0.110402471
220,Bighorn Canyon NRA,National Recreation Area,Intermountain ,MT,2018,5,25798,750,96593,750,0,0,309,528,0,0,BICA,120296.22,0.214453954
221,Bighorn Canyon NRA,National Recreation Area,Intermountain ,MT,2018,6,39153,825,165114,825,0,0,501,1743,0,0,BICA,120296.22,0.325471573
222,Bighorn Canyon NRA,National Recreation Area,Intermountain ,MT,2018,7,52151,825,196694,825,0,0,552,1008,0,0,BICA,120296.22,0.433521519
223,Bighorn Canyon NRA,National Recreation Area,Intermountain ,MT,2018,8,43021,825,178524,825,0,0,747,1746,0,0,BICA,120296.22,0.357625535
224,Bighorn Canyon NRA,National Recreation Area,Intermountain ,MT,2018,9,18549,825,87704,825,0,0,423,1140,0,0,BICA,120296.22,0.154194371
225,Bighorn Canyon NRA,National Recreation Area,Intermountain ,MT,2018,10,10912,675,37864,675,0,0,0,249,0,0,BICA,120296.22,0.090709417
226,Bighorn Canyon NRA,National Recreation Area,Intermountain ,MT,2018,11,4508,225,12555,225,0,0,0,0,0,0,BICA,120296.22,0.037474162
227,Bighorn Canyon NRA,National Recreation Area,Intermountain ,MT,2018,12,5589,225,17346,225,0,0,0,0,0,0,BICA,120296.22,0.046460313
228,Biscayne NP,National Park,Southeast ,FL,2018,1,27638,0,109265,0,0,0,346,0,0,0,BISC,172971.11,0.159783908
229,Biscayne NP,National Park,Southeast ,FL,2018,2,32586,0,123823,0,0,0,332,0,0,0,BISC,172971.11,0.188389842
230,Biscayne NP,National Park,Southeast ,FL,2018,3,49114,0,176790,0,0,0,374,0,0,0,BISC,172971.11,0.283943371
231,Biscayne NP,National Park,Southeast ,FL,2018,4,53080,0,189122,0,0,0,380,0,0,0,BISC,172971.11,0.306872055
232,Biscayne NP,National Park,Southeast ,FL,2018,5,22249,0,70347,0,0,0,45,0,0,0,BISC,172971.11,0.128628417
233,Biscayne NP,National Park,Southeast ,FL,2018,6,52446,0,161227,0,0,0,54,0,0,0,BISC,172971.11,0.303206703
234,Biscayne NP,National Park,Southeast ,FL,2018,7,54859,0,169042,0,0,0,62,0,0,0,BISC,172971.11,0.31715701
235,Biscayne NP,National Park,Southeast ,FL,2018,8,46332,0,142668,0,0,0,46,0,0,0,BISC,172971.11,0.26785976
236,Biscayne NP,National Park,Southeast ,FL,2018,9,37170,0,115255,0,0,0,52,0,0,0,BISC,172971.11,0.214891377
237,Biscayne NP,National Park,Southeast ,FL,2018,10,29135,0,100316,0,0,0,156,0,0,0,BISC,172971.11,0.168438533
238,Biscayne NP,National Park,Southeast ,FL,2018,11,29512,0,109991,0,0,0,268,0,0,0,BISC,172971.11,0.170618088
239,Biscayne NP,National Park,Southeast ,FL,2018,12,35132,0,105685,0,0,0,4,0,0,0,BISC,172971.11,0.203109063
240,Black Canyon of the Gunnison NP,National Park,Intermountain ,CO,2018,1,7600,0,15059,0,0,0,8,11,0,0,BLCA,30779.83,0.246914944
241,Black Canyon of the Gunnison NP,National Park,Intermountain ,CO,2018,2,5231,0,13097,0,0,0,15,20,0,0,BLCA,30779.83,0.169948957
242,Black Canyon of the Gunnison NP,National Park,Intermountain ,CO,2018,3,7687,0,20016,0,0,0,195,31,2,0,BLCA,30779.83,0.24974147
243,Black Canyon of the Gunnison NP,National Park,Intermountain ,CO,2018,4,11728,0,50301,0,0,0,718,228,150,0,BLCA,30779.83,0.381028745
244,Black Canyon of the Gunnison NP,National Park,Intermountain ,CO,2018,5,48554,0,344951,0,0,0,3240,2728,313,0,BLCA,30779.83,1.577461604
245,Black Canyon of the Gunnison NP,National Park,Intermountain ,CO,2018,6,42306,0,320474,0,0,0,3479,2475,543,0,BLCA,30779.83,1.374471529
246,Black Canyon of the Gunnison NP,National Park,Intermountain ,CO,2018,7,44962,0,344365,0,0,0,4265,2576,413,0,BLCA,30779.83,1.460761804
247,Black Canyon of the Gunnison NP,National Park,Intermountain ,CO,2018,8,46511,0,318031,0,0,0,3548,2212,283,0,BLCA,30779.83,1.511086968
248,Black Canyon of the Gunnison NP,National Park,Intermountain ,CO,2018,9,46915,0,259107,0,0,0,1549,1227,275,0,BLCA,30779.83,1.524212447
249,Black Canyon of the Gunnison NP,National Park,Intermountain ,CO,2018,10,22062,0,84034,0,0,0,1311,607,109,0,BLCA,30779.83,0.716768091
250,Black Canyon of the Gunnison NP,National Park,Intermountain ,CO,2018,11,21674,0,69982,0,0,0,1169,410,0,0,BLCA,30779.83,0.704162434
251,Black Canyon of the Gunnison NP,National Park,Intermountain ,CO,2018,12,3732,0,8304,0,0,0,30,6,0,0,BLCA,30779.83,0.121248233
252,Blue Ridge PKWY,National Parkway,Southeast ,NC,2018,1,366936,161855,2216835,161855,569,0,0,0,8,0,BLRI,98910.52,3.709777282
253,Blue Ridge PKWY,National Parkway,Southeast ,NC,2018,2,466447,161855,2813179,161855,540,0,0,0,4,0,BLRI,98910.52,4.715848223
254,Blue Ridge PKWY,National Parkway,Southeast ,NC,2018,3,645333,161855,3883372,161855,437,0,0,0,37,0,BLRI,98910.52,6.524412166
255,Blue Ridge PKWY,National Parkway,Southeast ,NC,2018,4,1230254,161855,7502937,161855,4401,0,249,196,162,0,BLRI,98910.52,12.43805007
256,Blue Ridge PKWY,National Parkway,Southeast ,NC,2018,5,1380687,161855,8628909,161855,6433,0,4505,3202,96,0,BLRI,98910.52,13.95894997
257,Blue Ridge PKWY,National Parkway,Southeast ,NC,2018,6,1749687,161855,11105108,161855,6986,0,11968,6145,87,0,BLRI,98910.52,17.6895946
258,Blue Ridge PKWY,National Parkway,Southeast ,NC,2018,7,1695084,161855,10835353,161855,7238,0,12942,7273,72,0,BLRI,98910.52,17.13755018
259,Blue Ridge PKWY,National Parkway,Southeast ,NC,2018,8,1661800,161855,10534058,161855,6703,0,10356,6072,104,0,BLRI,98910.52,16.80104401
260,Blue Ridge PKWY,National Parkway,Southeast ,NC,2018,9,1823002,161855,11298636,161855,3963,0,6933,3850,46,0,BLRI,98910.52,18.4308201
261,Blue Ridge PKWY,National Parkway,Southeast ,NC,2018,10,1936529,161855,12184134,161855,7133,0,8911,6998,268,0,BLRI,98910.52,19.57859488
262,Blue Ridge PKWY,National Parkway,Southeast ,NC,2018,11,1211461,161855,7340475,161855,2880,0,0,0,98,0,BLRI,98910.52,12.24805006
263,Blue Ridge PKWY,National Parkway,Southeast ,NC,2018,12,523198,161855,3152602,161855,553,0,0,0,0,0,BLRI,98910.52,5.289609235
264,Bluestone NSR,National Wild & Scenic River,Northeast ,WV,2018,1,60,0,150,0,0,0,0,0,0,0,BLUE,4309.51,0.013922697
265,Bluestone NSR,National Wild & Scenic River,Northeast ,WV,2018,2,87,0,218,0,0,0,0,0,0,0,BLUE,4309.51,0.02018791
266,Bluestone NSR,National Wild & Scenic River,Northeast ,WV,2018,3,100,0,250,0,0,0,0,0,0,0,BLUE,4309.51,0.023204494
267,Bluestone NSR,National Wild & Scenic River,Northeast ,WV,2018,4,200,0,500,0,0,0,0,0,0,0,BLUE,4309.51,0.046408988
268,Bluestone NSR,National Wild & Scenic River,Northeast ,WV,2018,5,350,0,875,0,0,0,0,0,0,0,BLUE,4309.51,0.08121573
269,Bluestone NSR,National Wild & Scenic River,Northeast ,WV,2018,6,6500,0,16250,0,0,0,0,0,0,0,BLUE,4309.51,1.508292126
270,Bluestone NSR,National Wild & Scenic River,Northeast ,WV,2018,7,8500,0,21250,0,0,0,0,0,0,0,BLUE,4309.51,1.972382011
271,Bluestone NSR,National Wild & Scenic River,Northeast ,WV,2018,8,6500,0,16250,0,0,0,0,0,0,0,BLUE,4309.51,1.508292126
272,Bluestone NSR,National Wild & Scenic River,Northeast ,WV,2018,9,4694,0,11735,0,0,0,0,0,0,0,BLUE,4309.51,1.08921896
273,Bluestone NSR,National Wild & Scenic River,Northeast ,WV,2018,10,4000,0,10000,0,0,0,0,0,0,0,BLUE,4309.51,0.92817977
274,Bluestone NSR,National Wild & Scenic River,Northeast ,WV,2018,11,200,0,500,0,0,0,0,0,0,0,BLUE,4309.51,0.046408988
275,Bluestone NSR,National Wild & Scenic River,Northeast ,WV,2018,12,125,0,312,0,0,0,0,0,0,0,BLUE,4309.51,0.029005618
276,Booker T. Washington NM,National Monument,Northeast ,VA,2018,1,682,7,1099,7,0,0,0,0,0,0,BOWA,239.01,2.853437095
277,Booker T. Washington NM,National Monument,Northeast ,VA,2018,2,1047,7,2334,7,0,0,0,0,0,0,BOWA,239.01,4.380569851
278,Booker T. Washington NM,National Monument,Northeast ,VA,2018,3,1599,7,2940,7,0,0,0,0,0,0,BOWA,239.01,6.690096649
279,Booker T. Washington NM,National Monument,Northeast ,VA,2018,4,2372,7,5750,7,0,0,0,0,0,0,BOWA,239.01,9.924270951
280,Booker T. Washington NM,National Monument,Northeast ,VA,2018,5,1903,7,5140,7,0,0,0,0,0,0,BOWA,239.01,7.962009958
281,Booker T. Washington NM,National Monument,Northeast ,VA,2018,6,2733,7,5718,7,0,0,0,0,0,0,BOWA,239.01,11.43466801
282,Booker T. Washington NM,National Monument,Northeast ,VA,2018,7,3429,7,7353,7,0,0,0,0,0,0,BOWA,239.01,14.34668006
283,Booker T. Washington NM,National Monument,Northeast ,VA,2018,8,2424,7,4824,7,0,0,0,0,0,0,BOWA,239.01,10.14183507
284,Booker T. Washington NM,National Monument,Northeast ,VA,2018,9,1560,7,3102,7,0,0,0,0,0,0,BOWA,239.01,6.52692356
285,Booker T. Washington NM,National Monument,Northeast ,VA,2018,10,2661,7,5151,7,0,0,0,0,0,0,BOWA,239.01,11.13342538
286,Booker T. Washington NM,National Monument,Northeast ,VA,2018,11,1602,7,4707,7,0,0,0,0,0,0,BOWA,239.01,6.702648425
287,Booker T. Washington NM,National Monument,Northeast ,VA,2018,12,720,7,1011,7,0,0,0,0,0,0,BOWA,239.01,3.012426258
288,Bryce Canyon NP,National Park,Intermountain ,UT,2018,1,32433,21259,111326,21259,32,0,372,158,22,0,BRCA,35835.08,0.90506286
289,Bryce Canyon NP,National Park,Intermountain ,UT,2018,2,37132,18430,121889,18430,0,0,324,103,10,0,BRCA,35835.08,1.036191352
290,Bryce Canyon NP,National Park,Intermountain ,UT,2018,3,95204,28066,392944,28066,2787,0,979,566,130,0,BRCA,35835.08,2.656726314
291,Bryce Canyon NP,National Park,Intermountain ,UT,2018,4,185282,34174,779392,34174,5038,0,2066,1942,218,0,BRCA,35835.08,5.170408438
292,Bryce Canyon NP,National Park,Intermountain ,UT,2018,5,340351,52265,1497660,52265,6925,0,6679,4968,783,0,BRCA,35835.08,9.497704484
293,Bryce Canyon NP,National Park,Intermountain ,UT,2018,6,409467,58899,2365973,58899,7327,0,8865,3822,522,0,BRCA,35835.08,11.42642907
294,Bryce Canyon NP,National Park,Intermountain ,UT,2018,7,430020,54125,2443250,54125,8725,0,8355,3165,321,0,BRCA,35835.08,11.99997321
295,Bryce Canyon NP,National Park,Intermountain ,UT,2018,8,393821,53596,2313014,53596,8181,0,8571,3894,304,0,BRCA,35835.08,10.9898178
296,Bryce Canyon NP,National Park,Intermountain ,UT,2018,9,411456,44518,2465524,44518,6235,0,9609,7224,222,0,BRCA,35835.08,11.48193335
297,Bryce Canyon NP,National Park,Intermountain ,UT,2018,10,227297,25106,935572,25106,4840,0,2741,2851,56,0,BRCA,35835.08,6.342862915
298,Bryce Canyon NP,National Park,Intermountain ,UT,2018,11,73053,15680,279470,15680,650,0,1006,840,15,0,BRCA,35835.08,2.038589003
299,Bryce Canyon NP,National Park,Intermountain ,UT,2018,12,43962,13835,161078,13835,950,0,180,86,0,0,BRCA,35835.08,1.226786713
300,Buck Island Reef NM,National Monument,Southeast ,VI,2018,1,2575,0,16432,0,0,0,0,0,0,0,BUIS,19015.47,0.135416059
301,Buck Island Reef NM,National Monument,Southeast ,VI,2018,2,1814,0,12933,0,0,0,0,0,0,0,BUIS,19015.47,0.095396012
302,Buck Island Reef NM,National Monument,Southeast ,VI,2018,3,3406,0,20307,0,0,0,0,0,0,0,BUIS,19015.47,0.179117319
303,Buck Island Reef NM,National Monument,Southeast ,VI,2018,4,3622,0,20184,0,0,0,0,0,0,0,BUIS,19015.47,0.190476491
304,Buck Island Reef NM,National Monument,Southeast ,VI,2018,5,2224,0,13968,0,0,0,0,0,0,0,BUIS,19015.47,0.116957404
305,Buck Island Reef NM,National Monument,Southeast ,VI,2018,6,3310,0,18972,0,0,0,0,0,0,0,BUIS,19015.47,0.174068798
306,Buck Island Reef NM,National Monument,Southeast ,VI,2018,7,3138,0,17894,0,0,0,0,0,0,0,BUIS,19015.47,0.165023531
307,Buck Island Reef NM,National Monument,Southeast ,VI,2018,8,2410,0,14848,0,0,0,0,0,0,0,BUIS,19015.47,0.126738913
308,Buck Island Reef NM,National Monument,Southeast ,VI,2018,9,861,0,7234,0,0,0,0,0,0,0,BUIS,19015.47,0.045278923
309,Buck Island Reef NM,National Monument,Southeast ,VI,2018,10,2324,0,15323,0,0,0,0,0,0,0,BUIS,19015.47,0.12221628
310,Buck Island Reef NM,National Monument,Southeast ,VI,2018,11,2934,0,18816,0,0,0,0,0,0,0,BUIS,19015.47,0.154295424
311,Buck Island Reef NM,National Monument,Southeast ,VI,2018,12,2793,0,16888,0,0,0,0,0,0,0,BUIS,19015.47,0.146880408
312,Buffalo NR,National River,Midwest ,AR,2018,1,21354,0,91074,0,0,0,103,12,37,0,BUFF,94293.31,0.226463574
313,Buffalo NR,National River,Midwest ,AR,2018,2,31771,0,127812,0,0,0,216,108,25,0,BUFF,94293.31,0.336938008
314,Buffalo NR,National River,Midwest ,AR,2018,3,95012,0,453851,0,148,0,3242,343,1534,0,BUFF,94293.31,1.007621856
315,Buffalo NR,National River,Midwest ,AR,2018,4,90628,0,477623,0,171,0,3226,592,1876,0,BUFF,94293.31,0.961128632
316,Buffalo NR,National River,Midwest ,AR,2018,5,247240,0,1302370,0,191,0,9626,1270,6213,0,BUFF,94293.31,2.622031192
317,Buffalo NR,National River,Midwest ,AR,2018,6,225728,0,1322966,0,535,0,9334,3439,8565,0,BUFF,94293.31,2.393891995
318,Buffalo NR,National River,Midwest ,AR,2018,7,197987,0,937103,0,591,0,4683,2764,1495,0,BUFF,94293.31,2.099692969
319,Buffalo NR,National River,Midwest ,AR,2018,8,99255,0,490829,0,434,0,3389,1740,651,0,BUFF,94293.31,1.052619746
320,Buffalo NR,National River,Midwest ,AR,2018,9,82530,0,435063,0,280,0,2927,2126,960,0,BUFF,94293.31,0.875247671
321,Buffalo NR,National River,Midwest ,AR,2018,10,84357,0,445958,0,254,0,3749,1236,569,0,BUFF,94293.31,0.894623383
322,Buffalo NR,National River,Midwest ,AR,2018,11,36758,0,175136,0,194,0,976,44,133,0,BUFF,94293.31,0.389826171
323,Buffalo NR,National River,Midwest ,AR,2018,12,27499,0,104146,0,6,0,71,21,4,0,BUFF,94293.31,0.291632567
324,Cabrillo NM,National Monument,Pacific West ,CA,2018,1,69287,6856,103746,6856,0,0,0,0,0,0,CABR,159.94,433.2062023
325,Cabrillo NM,National Monument,Pacific West ,CA,2018,2,71052,6200,106271,6200,0,0,0,0,0,0,CABR,159.94,444.2415906
326,Cabrillo NM,National Monument,Pacific West ,CA,2018,3,82058,6856,122615,6856,0,0,0,0,0,0,CABR,159.94,513.0548956
327,Cabrillo NM,National Monument,Pacific West ,CA,2018,4,76101,7012,113581,7012,0,0,0,0,0,0,CABR,159.94,475.8096786
328,Cabrillo NM,National Monument,Pacific West ,CA,2018,5,69784,7081,104291,7081,0,0,0,0,0,0,CABR,159.94,436.3136176
329,Cabrillo NM,National Monument,Pacific West ,CA,2018,6,78274,6788,117222,6788,0,0,0,0,0,0,CABR,159.94,489.3960235
330,Cabrillo NM,National Monument,Pacific West ,CA,2018,7,92170,7081,137858,7081,0,0,0,0,0,0,CABR,159.94,576.2786045
331,Cabrillo NM,National Monument,Pacific West ,CA,2018,8,79102,7081,118418,7081,0,0,0,0,0,0,CABR,159.94,494.5729649
332,Cabrillo NM,National Monument,Pacific West ,CA,2018,9,61873,6562,92103,6562,0,0,0,0,0,0,CABR,159.94,386.8513192
333,Cabrillo NM,National Monument,Pacific West ,CA,2018,10,65785,7081,98130,7081,0,0,0,0,0,0,CABR,159.94,411.3104914
334,Cabrillo NM,National Monument,Pacific West ,CA,2018,11,67931,6338,101652,6338,0,0,0,0,0,0,CABR,159.94,424.728023
335,Cabrillo NM,National Monument,Pacific West ,CA,2018,12,28687,6856,42990,6856,0,0,0,0,0,0,CABR,159.94,179.3610104
336,Canaveral NS,National Seashore,Southeast ,FL,2018,1,112023,0,285188,0,0,0,0,0,283,0,CANA,57661.69,1.942763037
337,Canaveral NS,National Seashore,Southeast ,FL,2018,2,196655,0,502661,0,0,0,0,0,633,0,CANA,57661.69,3.41049664
338,Canaveral NS,National Seashore,Southeast ,FL,2018,3,125562,0,320764,0,0,0,0,0,422,0,CANA,57661.69,2.177563648
339,Canaveral NS,National Seashore,Southeast ,FL,2018,4,180827,0,457850,0,0,0,0,0,244,0,CANA,57661.69,3.135998962
340,Canaveral NS,National Seashore,Southeast ,FL,2018,5,227620,0,576055,0,0,0,0,0,281,0,CANA,57661.69,3.947508302
341,Canaveral NS,National Seashore,Southeast ,FL,2018,6,178216,0,451191,0,0,0,0,0,216,0,CANA,57661.69,3.090717598
342,Canaveral NS,National Seashore,Southeast ,FL,2018,7,189285,0,478041,0,0,0,0,0,129,0,CANA,57661.69,3.282682141
343,Canaveral NS,National Seashore,Southeast ,FL,2018,8,145902,0,369028,0,0,0,0,0,155,0,CANA,57661.69,2.530310853
344,Canaveral NS,National Seashore,Southeast ,FL,2018,9,89187,0,225844,0,0,0,0,0,134,0,CANA,57661.69,1.546728859
345,Canaveral NS,National Seashore,Southeast ,FL,2018,10,71536,0,180771,0,0,0,0,0,88,0,CANA,57661.69,1.240615736
346,Canaveral NS,National Seashore,Southeast ,FL,2018,11,76885,0,195645,0,0,0,0,0,200,0,CANA,57661.69,1.333380968
347,Canaveral NS,National Seashore,Southeast ,FL,2018,12,64157,0,163330,0,0,0,0,0,180,0,CANA,57661.69,1.112645155
348,Canyon de Chelly NM,National Monument,Intermountain ,AZ,2018,1,23027,53731,146540,53731,574,124,0,0,0,0,CACH,83840,0.274654103
349,Canyon de Chelly NM,National Monument,Intermountain ,AZ,2018,2,22606,52747,146879,52747,746,191,0,0,0,0,CACH,83840,0.269632634
350,Canyon de Chelly NM,National Monument,Intermountain ,AZ,2018,3,37434,56151,250859,56151,1329,857,0,0,2,0,CACH,83840,0.446493321
351,Canyon de Chelly NM,National Monument,Intermountain ,AZ,2018,4,38049,57073,266608,57073,1419,1772,0,0,2,0,CACH,83840,0.453828721
352,Canyon de Chelly NM,National Monument,Intermountain ,AZ,2018,5,51569,51569,356636,51569,1932,1999,0,0,4,0,CACH,83840,0.615088263
353,Canyon de Chelly NM,National Monument,Intermountain ,AZ,2018,6,50030,50030,332930,50030,1460,1266,0,0,3,0,CACH,83840,0.59673187
354,Canyon de Chelly NM,National Monument,Intermountain ,AZ,2018,7,45851,45851,307364,45851,1464,1223,0,0,1,0,CACH,83840,0.546886927
355,Canyon de Chelly NM,National Monument,Intermountain ,AZ,2018,8,54221,54221,355613,54221,1679,838,0,0,7,0,CACH,83840,0.646719943
356,Canyon de Chelly NM,National Monument,Intermountain ,AZ,2018,9,35205,52808,249883,52808,1612,1608,0,0,1,0,CACH,83840,0.419906966
357,Canyon de Chelly NM,National Monument,Intermountain ,AZ,2018,10,35205,52807,254464,52807,1727,1872,0,0,4,0,CACH,83840,0.419906966
358,Canyon de Chelly NM,National Monument,Intermountain ,AZ,2018,11,25700,59966,171586,59966,1094,354,0,0,1,0,CACH,83840,0.30653626
359,Canyon de Chelly NM,National Monument,Intermountain ,AZ,2018,12,20409,47621,131035,47621,629,86,0,0,0,0,CACH,83840,0.243427958
360,Canyonlands NP,National Park,Intermountain ,UT,2018,1,9575,0,48612,0,0,0,123,189,149,0,CANY,337597.83,0.028362149
361,Canyonlands NP,National Park,Intermountain ,UT,2018,2,14323,0,77295,0,0,0,189,255,470,0,CANY,337597.83,0.042426221
362,Canyonlands NP,National Park,Intermountain ,UT,2018,3,66521,0,534586,0,0,0,1544,948,9119,0,CANY,337597.83,0.197042143
363,Canyonlands NP,National Park,Intermountain ,UT,2018,4,88731,0,711114,0,0,0,1653,1438,12185,0,CANY,337597.83,0.262830481
364,Canyonlands NP,National Park,Intermountain ,UT,2018,5,106796,0,815892,0,0,0,1691,1389,13963,0,CANY,337597.83,0.316340896
365,Canyonlands NP,National Park,Intermountain ,UT,2018,6,85834,0,596889,0,0,0,1664,1576,7606,0,CANY,337597.83,0.254249265
366,Canyonlands NP,National Park,Intermountain ,UT,2018,7,68150,0,416988,0,0,0,926,384,5093,0,CANY,337597.83,0.201867411
367,Canyonlands NP,National Park,Intermountain ,UT,2018,8,74737,0,443369,0,0,0,1135,488,5036,0,CANY,337597.83,0.221378793
368,Canyonlands NP,National Park,Intermountain ,UT,2018,9,96447,0,671640,0,0,0,1731,1222,9364,0,CANY,337597.83,0.285686078
369,Canyonlands NP,National Park,Intermountain ,UT,2018,10,81353,0,639610,0,0,0,1570,1642,10372,0,CANY,337597.83,0.240976075
370,Canyonlands NP,National Park,Intermountain ,UT,2018,11,35062,0,283296,0,0,0,816,801,4707,0,CANY,337597.83,0.103857303
371,Canyonlands NP,National Park,Intermountain ,UT,2018,12,11920,0,62502,0,0,0,179,185,311,0,CANY,337597.83,0.035308284
372,Cape Cod NS,National Seashore,Northeast ,MA,2018,1,110976,837,210933,837,0,0,0,0,0,0,CACO,43608.3,2.544836648
