Bookmark
Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Traffic%20Counts%20(1985%20-%20Last%20Calendar%20Year)

ParkName,UnitCode,ParkType,Region,TrafficCounter,Year,Month,TrafficCount,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionType,TrafficCountTotal,YearTotal,TrafficCountTotal
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1988,12,"7,996",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1988,"177,871"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,1,"12,200",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,"194,473"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,2,"8,484",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,"194,473"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,3,"6,807",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,"194,473"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,4,"13,872",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,"194,473"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,5,"12,455",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,"194,473"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,6,"20,905",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,"194,473"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,7,"20,729",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,"194,473"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,8,"26,244",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,"194,473"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,9,"18,617",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,"194,473"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,10,"22,568",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,"194,473"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,11,"21,945",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,"194,473"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,12,"9,647",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 199.4 (U.S. 52 LEFT),1989,"194,473"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,1,"4,020",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,"249,660"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,2,"6,492",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,"249,660"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,3,"7,942",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,"249,660"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,4,"14,045",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,"249,660"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,5,"22,145",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,"249,660"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,6,"17,920",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,"249,660"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,7,"26,294",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,"249,660"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,8,"24,632",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,"249,660"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,9,"12,072",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,"249,660"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,10,"68,958",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,"249,660"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,11,"33,139",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,"249,660"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,12,"12,001",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1988,"249,660"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,1,"4,599",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,"231,515"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,2,"7,867",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,"231,515"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,3,"8,522",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,"231,515"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,4,"15,699",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,"231,515"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,5,"22,642",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,"231,515"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,6,"24,906",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,"231,515"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,7,"26,301",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,"231,515"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,8,"30,722",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,"231,515"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,9,"25,529",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,"231,515"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,10,"30,683",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,"231,515"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,11,"23,724",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,"231,515"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,12,"10,321",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 2.2 (SOUTH OF ROCKFISH GAP),1989,"231,515"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,1,"1,410",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,"66,520"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,2,"1,340",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,"66,520"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,3,"2,120",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,"66,520"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,4,"5,010",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,"66,520"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,5,"6,750",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,"66,520"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,6,"7,880",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,"66,520"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,7,"10,110",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,"66,520"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,8,"8,830",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,"66,520"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,9,"6,870",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,"66,520"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,10,"9,250",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,"66,520"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,11,"5,350",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,"66,520"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,12,"1,600",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1988,"66,520"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,1,"2,480",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,"58,521"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,2,"1,700",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,"58,521"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,3,"2,250",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,"58,521"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,4,"5,367",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,"58,521"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,5,"1,081",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,"58,521"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,6,"6,137",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,"58,521"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,7,"9,034",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,"58,521"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,8,"8,966",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,"58,521"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,9,"6,885",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,"58,521"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,10,"6,743",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,"58,521"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,11,"5,870",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,"58,521"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,12,"2,008",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 229.6 (U.S. 21 AT ROARING GAP LEFT),1989,"58,521"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,1,"13,310",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,"414,260"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,2,"15,590",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,"414,260"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,3,"18,830",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,"414,260"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,4,"29,510",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,"414,260"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,5,"28,590",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,"414,260"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,6,"36,010",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,"414,260"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,7,"61,240",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,"414,260"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,8,"61,820",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,"414,260"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,9,"62,710",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,"414,260"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,10,"54,210",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,"414,260"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,11,"18,480",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,"414,260"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,12,"13,960",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1988,"414,260"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,1,"13,560",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,"421,591"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,2,"17,720",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,"421,591"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,3,"17,730",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,"421,591"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,4,"30,540",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,"421,591"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,5,"29,980",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,"421,591"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,6,"23,025",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,"421,591"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,7,"56,230",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,"421,591"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,8,"59,282",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,"421,591"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,9,"49,988",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,"421,591"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,10,"57,203",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,"421,591"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,11,"49,612",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,"421,591"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,12,"16,721",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 291.8 (U.S. 221 & U.S. 321 RIGHT),1989,"421,591"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,1,"2,875",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,"146,068"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,2,"2,010",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,"146,068"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,3,"2,970",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,"146,068"
