Bookmark
Bookmark this report: https://irma.nps.gov/Stats/SSRSReports/National%20Reports/Query%20Builder%20for%20Traffic%20Counts%20(1985%20-%20Last%20Calendar%20Year)

ParkName,UnitCode,ParkType,Region,TrafficCounter,Year,Month,TrafficCount,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionType,TrafficCountTotal,YearTotal,TrafficCountTotal
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,4,"3,633",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,"146,068"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,5,"4,490",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,"146,068"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,6,"23,280",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,"146,068"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,7,"29,240",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,"146,068"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,8,"28,320",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,"146,068"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,9,"20,010",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,"146,068"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,10,"8,430",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,"146,068"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,11,"10,500",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,"146,068"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,12,"10,310",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1988,"146,068"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,1,"11,150",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,"193,286"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,2,"8,250",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,"193,286"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,3,"6,841",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,"193,286"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,4,"6,933",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,"193,286"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,5,"12,395",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,"193,286"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,6,"25,131",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,"193,286"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,7,"19,710",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,"193,286"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,8,"28,730",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,"193,286"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,9,"19,529",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,"193,286"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,10,"36,152",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,"193,286"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,11,"15,987",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,"193,286"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,12,"2,478",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 330.9 (SR 222 AT GILLESPIE GAP RIGHT),1989,"193,286"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,1,"31,679",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,"350,455"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,2,"17,498",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,"350,455"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,3,"19,266",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,"350,455"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,4,"29,100",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,"350,455"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,5,"27,693",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,"350,455"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,6,"36,369",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,"350,455"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,7,"30,064",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,"350,455"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,8,"31,263",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,"350,455"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,9,"36,115",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,"350,455"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,10,"33,024",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,"350,455"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,11,"29,286",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,"350,455"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,12,"29,098",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1988,"350,455"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,1,"20,830",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,"324,975"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,2,"21,444",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,"324,975"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,3,"24,548",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,"324,975"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,4,"27,334",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,"324,975"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,5,"29,315",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,"324,975"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,6,"24,576",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,"324,975"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,7,"31,197",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,"324,975"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,8,"32,780",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,"324,975"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,9,"37,939",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,"324,975"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,10,"33,906",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,"324,975"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,11,"20,950",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,"324,975"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,12,"20,156",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 382.5 (U.S. 70 RIGHT),1989,"324,975"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,1,"46,441",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,"452,307"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,2,"35,301",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,"452,307"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,3,"39,922",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,"452,307"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,4,"28,693",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,"452,307"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,5,"39,119",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,"452,307"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,6,"50,053",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,"452,307"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,7,"19,489",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,"452,307"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,8,"11,258",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,"452,307"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,9,"33,674",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,"452,307"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,10,"56,449",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,"452,307"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,11,"44,076",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,"452,307"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,12,"47,832",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1988,"452,307"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,1,"48,455",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,"548,189"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,2,"40,234",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,"548,189"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,3,"44,368",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,"548,189"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,4,"51,384",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,"548,189"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,5,"40,690",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,"548,189"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,6,"40,257",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,"548,189"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,7,"63,905",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,"548,189"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,8,"50,171",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,"548,189"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,9,"47,700",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,"548,189"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,10,"52,213",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,"548,189"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,11,"32,430",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,"548,189"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,12,"36,382",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 384.7 (U.S. 74 RIGHT),1989,"548,189"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,1,"31,726",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,"796,868"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,2,"52,698",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,"796,868"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,3,"55,953",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,"796,868"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,4,"71,967",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,"796,868"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,5,"66,659",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,"796,868"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,6,"78,141",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,"796,868"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,7,"55,017",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,"796,868"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,8,"61,795",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,"796,868"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,9,"91,519",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,"796,868"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,10,"71,934",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,"796,868"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,11,"69,918",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,"796,868"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,12,"89,541",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1988,"796,868"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,1,"61,490",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,"820,706"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,2,"65,673",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,"820,706"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,3,"68,019",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,"820,706"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,4,"68,682",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,"820,706"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,5,"73,390",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,"820,706"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,6,"41,994",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,"820,706"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,7,"74,725",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,"820,706"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,8,"76,843",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,"820,706"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,9,"99,068",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,"820,706"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,10,"81,596",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,"820,706"
Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,11,"79,460",Blue Ridge PKWY,BLRI,National Parkway,Southeast ,TRAFFIC COUNT AT MP 388.7 (U.S. 25 RIGHT),1989,"820,706"
