,ParkName,UnitCode,ParkType,Year,Month,TrafficCount,CountLocation,latitude,longitude,TrafficCountDay,CountID
144806,Acadia NP,ACAD,National Park,2018,1,2576,SAND BEACH,44.3292049,-68.181973,83.09677419,22
144807,Acadia NP,ACAD,National Park,2018,2,2713,SAND BEACH,44.3292049,-68.181973,96.89285714,22
144808,Acadia NP,ACAD,National Park,2018,3,4490,SAND BEACH,44.3292049,-68.181973,144.83870969999998,22
144809,Acadia NP,ACAD,National Park,2018,4,9300,SAND BEACH,44.3292049,-68.181973,310.0,22
144810,Acadia NP,ACAD,National Park,2018,5,28645,SAND BEACH,44.3292049,-68.181973,924.0322581,22
144811,Acadia NP,ACAD,National Park,2018,6,52604,SAND BEACH,44.3292049,-68.181973,1753.4666670000001,22
144812,Acadia NP,ACAD,National Park,2018,7,75831,SAND BEACH,44.3292049,-68.181973,2446.16129,22
144813,Acadia NP,ACAD,National Park,2018,8,76602,SAND BEACH,44.3292049,-68.181973,2471.0322579999997,22
144814,Acadia NP,ACAD,National Park,2018,9,62366,SAND BEACH,44.3292049,-68.181973,2078.8666670000002,22
144815,Acadia NP,ACAD,National Park,2018,10,47341,SAND BEACH,44.3292049,-68.181973,1527.129032,22
144816,Acadia NP,ACAD,National Park,2018,11,5195,SAND BEACH,44.3292049,-68.181973,173.16666669999998,22
144817,Acadia NP,ACAD,National Park,2018,12,2859,SAND BEACH,44.3292049,-68.181973,92.22580645,22
144866,Acadia NP,ACAD,National Park,2018,1,1950,SCHOODIC,44.366747100000005,-68.05806109999999,62.90322581,23
144867,Acadia NP,ACAD,National Park,2018,2,1800,SCHOODIC,44.366747100000005,-68.05806109999999,64.28571429,23
144868,Acadia NP,ACAD,National Park,2018,3,2600,SCHOODIC,44.366747100000005,-68.05806109999999,83.87096774,23
144869,Acadia NP,ACAD,National Park,2018,4,3300,SCHOODIC,44.366747100000005,-68.05806109999999,110.0,23
144870,Acadia NP,ACAD,National Park,2018,5,8144,SCHOODIC,44.366747100000005,-68.05806109999999,262.70967740000003,23
144871,Acadia NP,ACAD,National Park,2018,6,15733,SCHOODIC,44.366747100000005,-68.05806109999999,524.4333333000001,23
144872,Acadia NP,ACAD,National Park,2018,7,23940,SCHOODIC,44.366747100000005,-68.05806109999999,772.2580644999999,23
144873,Acadia NP,ACAD,National Park,2018,8,23940,SCHOODIC,44.366747100000005,-68.05806109999999,772.2580644999999,23
144874,Acadia NP,ACAD,National Park,2018,9,16062,SCHOODIC,44.366747100000005,-68.05806109999999,535.4,23
144875,Acadia NP,ACAD,National Park,2018,10,10168,SCHOODIC,44.366747100000005,-68.05806109999999,328.0,23
144876,Acadia NP,ACAD,National Park,2018,11,2750,SCHOODIC,44.366747100000005,-68.05806109999999,91.66666667,23
144877,Acadia NP,ACAD,National Park,2018,12,1800,SCHOODIC,44.366747100000005,-68.05806109999999,58.06451613,23
144926,Amistad NRA,AMIS,National Recreation Area,2018,1,1463,BLACK BRUSH POINT,29.4744412,-100.9860561,47.19354839,24
144927,Amistad NRA,AMIS,National Recreation Area,2018,2,1527,BLACK BRUSH POINT,29.4744412,-100.9860561,54.53571429,24
144928,Amistad NRA,AMIS,National Recreation Area,2018,3,3465,BLACK BRUSH POINT,29.4744412,-100.9860561,111.77419350000001,24
144929,Amistad NRA,AMIS,National Recreation Area,2018,4,2945,BLACK BRUSH POINT,29.4744412,-100.9860561,98.16666667,24
144930,Amistad NRA,AMIS,National Recreation Area,2018,5,2673,BLACK BRUSH POINT,29.4744412,-100.9860561,86.22580645,24
144931,Amistad NRA,AMIS,National Recreation Area,2018,6,2529,BLACK BRUSH POINT,29.4744412,-100.9860561,84.3,24
144932,Amistad NRA,AMIS,National Recreation Area,2018,7,2504,BLACK BRUSH POINT,29.4744412,-100.9860561,80.77419355,24
144933,Amistad NRA,AMIS,National Recreation Area,2018,8,1067,BLACK BRUSH POINT,29.4744412,-100.9860561,34.41935484,24
144934,Amistad NRA,AMIS,National Recreation Area,2018,9,923,BLACK BRUSH POINT,29.4744412,-100.9860561,30.76666667,24
144935,Amistad NRA,AMIS,National Recreation Area,2018,10,1316,BLACK BRUSH POINT,29.4744412,-100.9860561,42.45161289999999,24
144936,Amistad NRA,AMIS,National Recreation Area,2018,11,1371,BLACK BRUSH POINT,29.4744412,-100.9860561,45.7,24
144937,Amistad NRA,AMIS,National Recreation Area,2018,12,1719,BLACK BRUSH POINT,29.4744412,-100.9860561,55.45161289999999,24
144986,Amistad NRA,AMIS,National Recreation Area,2018,1,2100,BOX CANYON,29.523554999999998,-101.1532421,67.74193548,25
144987,Amistad NRA,AMIS,National Recreation Area,2018,2,2857,BOX CANYON,29.523554999999998,-101.1532421,102.0357143,25
144988,Amistad NRA,AMIS,National Recreation Area,2018,3,6688,BOX CANYON,29.523554999999998,-101.1532421,215.7419355,25
144989,Amistad NRA,AMIS,National Recreation Area,2018,4,6202,BOX CANYON,29.523554999999998,-101.1532421,206.7333333,25
144990,Amistad NRA,AMIS,National Recreation Area,2018,5,5469,BOX CANYON,29.523554999999998,-101.1532421,176.4193548,25
144991,Amistad NRA,AMIS,National Recreation Area,2018,6,4191,BOX CANYON,29.523554999999998,-101.1532421,139.7,25
144992,Amistad NRA,AMIS,National Recreation Area,2018,7,5559,BOX CANYON,29.523554999999998,-101.1532421,179.32258059999998,25
144993,Amistad NRA,AMIS,National Recreation Area,2018,8,3918,BOX CANYON,29.523554999999998,-101.1532421,126.3870968,25
144994,Amistad NRA,AMIS,National Recreation Area,2018,9,5195,BOX CANYON,29.523554999999998,-101.1532421,173.16666669999998,25
144995,Amistad NRA,AMIS,National Recreation Area,2018,10,3907,BOX CANYON,29.523554999999998,-101.1532421,126.0322581,25
144996,Amistad NRA,AMIS,National Recreation Area,2018,11,2559,BOX CANYON,29.523554999999998,-101.1532421,85.3,25
144997,Amistad NRA,AMIS,National Recreation Area,2018,12,2600,BOX CANYON,29.523554999999998,-101.1532421,83.87096774,25
145046,Amistad NRA,AMIS,National Recreation Area,2018,1,3955,DIABLO EAST,29.4778891,-101.01669,127.5806452,26
145047,Amistad NRA,AMIS,National Recreation Area,2018,2,3045,DIABLO EAST,29.4778891,-101.01669,108.75,26
145048,Amistad NRA,AMIS,National Recreation Area,2018,3,6596,DIABLO EAST,29.4778891,-101.01669,212.7741935,26
145049,Amistad NRA,AMIS,National Recreation Area,2018,4,6184,DIABLO EAST,29.4778891,-101.01669,206.1333333,26
145050,Amistad NRA,AMIS,National Recreation Area,2018,5,6615,DIABLO EAST,29.4778891,-101.01669,213.38709680000002,26
145051,Amistad NRA,AMIS,National Recreation Area,2018,6,5953,DIABLO EAST,29.4778891,-101.01669,198.43333330000002,26
145052,Amistad NRA,AMIS,National Recreation Area,2018,7,5987,DIABLO EAST,29.4778891,-101.01669,193.1290323,26
145053,Amistad NRA,AMIS,National Recreation Area,2018,8,4685,DIABLO EAST,29.4778891,-101.01669,151.1290323,26
145054,Amistad NRA,AMIS,National Recreation Area,2018,9,4350,DIABLO EAST,29.4778891,-101.01669,145.0,26
145055,Amistad NRA,AMIS,National Recreation Area,2018,10,3998,DIABLO EAST,29.4778891,-101.01669,128.9677419,26
145056,Amistad NRA,AMIS,National Recreation Area,2018,11,3032,DIABLO EAST,29.4778891,-101.01669,101.0666667,26
145057,Amistad NRA,AMIS,National Recreation Area,2018,12,3673,DIABLO EAST,29.4778891,-101.01669,118.483871,26
145106,Amistad NRA,AMIS,National Recreation Area,2018,1,1420,GOVERNORS LANDING,29.4788825,-101.028699,45.80645161,27
145107,Amistad NRA,AMIS,National Recreation Area,2018,2,1516,GOVERNORS LANDING,29.4788825,-101.028699,54.14285714,27
145108,Amistad NRA,AMIS,National Recreation Area,2018,3,3862,GOVERNORS LANDING,29.4788825,-101.028699,124.5806452,27
145109,Amistad NRA,AMIS,National Recreation Area,2018,4,2747,GOVERNORS LANDING,29.4788825,-101.028699,91.56666667,27
145110,Amistad NRA,AMIS,National Recreation Area,2018,5,3465,GOVERNORS LANDING,29.4788825,-101.028699,111.77419350000001,27
145111,Amistad NRA,AMIS,National Recreation Area,2018,6,3854,GOVERNORS LANDING,29.4788825,-101.028699,128.46666670000002,27
145112,Amistad NRA,AMIS,National Recreation Area,2018,7,3787,GOVERNORS LANDING,29.4788825,-101.028699,122.16129029999999,27
145113,Amistad NRA,AMIS,National Recreation Area,2018,8,2039,GOVERNORS LANDING,29.4788825,-101.028699,65.77419355,27
145114,Amistad NRA,AMIS,National Recreation Area,2018,9,1592,GOVERNORS LANDING,29.4788825,-101.028699,53.06666667,27
145115,Amistad NRA,AMIS,National Recreation Area,2018,10,1416,GOVERNORS LANDING,29.4788825,-101.028699,45.67741935,27
145116,Amistad NRA,AMIS,National Recreation Area,2018,11,1528,GOVERNORS LANDING,29.4788825,-101.028699,50.93333333,27
145117,Amistad NRA,AMIS,National Recreation Area,2018,12,1679,GOVERNORS LANDING,29.4788825,-101.028699,54.16129032,27
145166,Amistad NRA,AMIS,National Recreation Area,2018,1,595,PECOS RIVER,29.704420199999998,-101.36071559999999,19.19354839,28
145167,Amistad NRA,AMIS,National Recreation Area,2018,2,695,PECOS RIVER,29.704420199999998,-101.36071559999999,24.82142857,28
145168,Amistad NRA,AMIS,National Recreation Area,2018,3,1203,PECOS RIVER,29.704420199999998,-101.36071559999999,38.80645161,28
145169,Amistad NRA,AMIS,National Recreation Area,2018,4,790,PECOS RIVER,29.704420199999998,-101.36071559999999,26.33333333,28
145170,Amistad NRA,AMIS,National Recreation Area,2018,5,781,PECOS RIVER,29.704420199999998,-101.36071559999999,25.19354839,28
145171,Amistad NRA,AMIS,National Recreation Area,2018,6,661,PECOS RIVER,29.704420199999998,-101.36071559999999,22.03333333,28
145172,Amistad NRA,AMIS,National Recreation Area,2018,7,626,PECOS RIVER,29.704420199999998,-101.36071559999999,20.19354839,28
145173,Amistad NRA,AMIS,National Recreation Area,2018,8,418,PECOS RIVER,29.704420199999998,-101.36071559999999,13.48387097,28
145174,Amistad NRA,AMIS,National Recreation Area,2018,9,550,PECOS RIVER,29.704420199999998,-101.36071559999999,18.33333333,28
145175,Amistad NRA,AMIS,National Recreation Area,2018,10,533,PECOS RIVER,29.704420199999998,-101.36071559999999,17.19354839,28
145176,Amistad NRA,AMIS,National Recreation Area,2018,11,540,PECOS RIVER,29.704420199999998,-101.36071559999999,18.0,28
145177,Amistad NRA,AMIS,National Recreation Area,2018,12,500,PECOS RIVER,29.704420199999998,-101.36071559999999,16.12903226,28
145226,Amistad NRA,AMIS,National Recreation Area,2018,1,4446,ROUGH CANYON ROAD,29.573393499999998,-100.97716779999999,143.4193548,29
145227,Amistad NRA,AMIS,National Recreation Area,2018,2,3540,ROUGH CANYON ROAD,29.573393499999998,-100.97716779999999,126.42857140000001,29
145228,Amistad NRA,AMIS,National Recreation Area,2018,3,1617,ROUGH CANYON ROAD,29.573393499999998,-100.97716779999999,52.16129032,29
145229,Amistad NRA,AMIS,National Recreation Area,2018,4,7258,ROUGH CANYON ROAD,29.573393499999998,-100.97716779999999,241.93333330000002,29
145230,Amistad NRA,AMIS,National Recreation Area,2018,5,7627,ROUGH CANYON ROAD,29.573393499999998,-100.97716779999999,246.03225809999998,29
145231,Amistad NRA,AMIS,National Recreation Area,2018,6,5054,ROUGH CANYON ROAD,29.573393499999998,-100.97716779999999,168.4666667,29
145232,Amistad NRA,AMIS,National Recreation Area,2018,7,6022,ROUGH CANYON ROAD,29.573393499999998,-100.97716779999999,194.2580645,29
145233,Amistad NRA,AMIS,National Recreation Area,2018,8,4138,ROUGH CANYON ROAD,29.573393499999998,-100.97716779999999,133.483871,29
145234,Amistad NRA,AMIS,National Recreation Area,2018,9,1996,ROUGH CANYON ROAD,29.573393499999998,-100.97716779999999,66.53333333,29
145235,Amistad NRA,AMIS,National Recreation Area,2018,10,2509,ROUGH CANYON ROAD,29.573393499999998,-100.97716779999999,80.93548387,29
145236,Amistad NRA,AMIS,National Recreation Area,2018,11,2191,ROUGH CANYON ROAD,29.573393499999998,-100.97716779999999,73.03333333,29
145237,Amistad NRA,AMIS,National Recreation Area,2018,12,1842,ROUGH CANYON ROAD,29.573393499999998,-100.97716779999999,59.41935484,29
145286,Amistad NRA,AMIS,National Recreation Area,2018,1,0,SAN PEDRO,29.4680955,-100.9535237,0.0,30
145287,Amistad NRA,AMIS,National Recreation Area,2018,2,1850,SAN PEDRO,29.4680955,-100.9535237,66.07142857,30
145288,Amistad NRA,AMIS,National Recreation Area,2018,3,82,SAN PEDRO,29.4680955,-100.9535237,2.64516129,30
145289,Amistad NRA,AMIS,National Recreation Area,2018,4,16,SAN PEDRO,29.4680955,-100.9535237,0.533333333,30
145290,Amistad NRA,AMIS,National Recreation Area,2018,5,50,SAN PEDRO,29.4680955,-100.9535237,1.612903226,30
145291,Amistad NRA,AMIS,National Recreation Area,2018,6,0,SAN PEDRO,29.4680955,-100.9535237,0.0,30
145292,Amistad NRA,AMIS,National Recreation Area,2018,7,402,SAN PEDRO,29.4680955,-100.9535237,12.96774194,30
145293,Amistad NRA,AMIS,National Recreation Area,2018,8,401,SAN PEDRO,29.4680955,-100.9535237,12.93548387,30
145294,Amistad NRA,AMIS,National Recreation Area,2018,9,368,SAN PEDRO,29.4680955,-100.9535237,12.26666667,30
145295,Amistad NRA,AMIS,National Recreation Area,2018,10,400,SAN PEDRO,29.4680955,-100.9535237,12.90322581,30
145296,Amistad NRA,AMIS,National Recreation Area,2018,11,1174,SAN PEDRO,29.4680955,-100.9535237,39.13333333,30
145297,Amistad NRA,AMIS,National Recreation Area,2018,12,352,SAN PEDRO,29.4680955,-100.9535237,11.35483871,30
145346,Amistad NRA,AMIS,National Recreation Area,2018,1,359,SPUR 406,29.551464399999997,-101.0218275,11.58064516,31
145347,Amistad NRA,AMIS,National Recreation Area,2018,2,609,SPUR 406,29.551464399999997,-101.0218275,21.75,31
145348,Amistad NRA,AMIS,National Recreation Area,2018,3,1201,SPUR 406,29.551464399999997,-101.0218275,38.74193548,31
145349,Amistad NRA,AMIS,National Recreation Area,2018,4,942,SPUR 406,29.551464399999997,-101.0218275,31.4,31
145350,Amistad NRA,AMIS,National Recreation Area,2018,5,1378,SPUR 406,29.551464399999997,-101.0218275,44.45161289999999,31
145351,Amistad NRA,AMIS,National Recreation Area,2018,6,218,SPUR 406,29.551464399999997,-101.0218275,7.266666667000001,31
145352,Amistad NRA,AMIS,National Recreation Area,2018,7,198,SPUR 406,29.551464399999997,-101.0218275,6.387096774,31
145353,Amistad NRA,AMIS,National Recreation Area,2018,8,197,SPUR 406,29.551464399999997,-101.0218275,6.35483871,31
145354,Amistad NRA,AMIS,National Recreation Area,2018,9,618,SPUR 406,29.551464399999997,-101.0218275,20.6,31
145355,Amistad NRA,AMIS,National Recreation Area,2018,10,695,SPUR 406,29.551464399999997,-101.0218275,22.41935484,31
145356,Amistad NRA,AMIS,National Recreation Area,2018,11,299,SPUR 406,29.551464399999997,-101.0218275,9.966666667,31
145357,Amistad NRA,AMIS,National Recreation Area,2018,12,300,SPUR 406,29.551464399999997,-101.0218275,9.677419355,31
145406,Amistad NRA,AMIS,National Recreation Area,2018,1,1254,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,40.45161289999999,32
145407,Amistad NRA,AMIS,National Recreation Area,2018,2,1234,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,44.07142857,32
145408,Amistad NRA,AMIS,National Recreation Area,2018,3,2738,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,88.32258065,32
145409,Amistad NRA,AMIS,National Recreation Area,2018,4,2653,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,88.43333333,32
145410,Amistad NRA,AMIS,National Recreation Area,2018,5,2659,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,85.77419355,32
145411,Amistad NRA,AMIS,National Recreation Area,2018,6,2949,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,98.3,32
145412,Amistad NRA,AMIS,National Recreation Area,2018,7,2902,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,93.61290323,32
145413,Amistad NRA,AMIS,National Recreation Area,2018,8,2296,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,74.06451613,32
145414,Amistad NRA,AMIS,National Recreation Area,2018,9,2176,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,72.53333333,32
145415,Amistad NRA,AMIS,National Recreation Area,2018,10,1449,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,46.74193548,32
145416,Amistad NRA,AMIS,National Recreation Area,2018,11,1448,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,48.26666667,32
145417,Amistad NRA,AMIS,National Recreation Area,2018,12,1565,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,50.48387097,32
145466,Apostle Islands NL,APIS,National Lakeshore,2018,1,496,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,16.0,33
145467,Apostle Islands NL,APIS,National Lakeshore,2018,2,584,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,20.85714286,33
145468,Apostle Islands NL,APIS,National Lakeshore,2018,3,724,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,23.35483871,33
145469,Apostle Islands NL,APIS,National Lakeshore,2018,4,944,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,31.46666667,33
145470,Apostle Islands NL,APIS,National Lakeshore,2018,5,2877,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,92.80645161,33
145471,Apostle Islands NL,APIS,National Lakeshore,2018,6,4161,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,138.7,33
145472,Apostle Islands NL,APIS,National Lakeshore,2018,7,7149,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,230.61290319999998,33
145473,Apostle Islands NL,APIS,National Lakeshore,2018,8,6944,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,224.0,33
145474,Apostle Islands NL,APIS,National Lakeshore,2018,9,3848,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,128.2666667,33
145475,Apostle Islands NL,APIS,National Lakeshore,2018,10,2008,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,64.77419355,33
145476,Apostle Islands NL,APIS,National Lakeshore,2018,11,716,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,23.86666667,33
145477,Apostle Islands NL,APIS,National Lakeshore,2018,12,1275,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,41.12903226,33
145526,Apostle Islands NL,APIS,National Lakeshore,2018,1,743,MEYERS ROAD,46.8816968,-91.0460254,23.96774194,34
145527,Apostle Islands NL,APIS,National Lakeshore,2018,2,1000,MEYERS ROAD,46.8816968,-91.0460254,35.71428571,34
145528,Apostle Islands NL,APIS,National Lakeshore,2018,3,431,MEYERS ROAD,46.8816968,-91.0460254,13.90322581,34
145529,Apostle Islands NL,APIS,National Lakeshore,2018,4,533,MEYERS ROAD,46.8816968,-91.0460254,17.76666667,34
145530,Apostle Islands NL,APIS,National Lakeshore,2018,5,1502,MEYERS ROAD,46.8816968,-91.0460254,48.45161289999999,34
145531,Apostle Islands NL,APIS,National Lakeshore,2018,6,2812,MEYERS ROAD,46.8816968,-91.0460254,93.73333333,34
145532,Apostle Islands NL,APIS,National Lakeshore,2018,7,4609,MEYERS ROAD,46.8816968,-91.0460254,148.67741940000002,34
145533,Apostle Islands NL,APIS,National Lakeshore,2018,8,4797,MEYERS ROAD,46.8816968,-91.0460254,154.7419355,34
145534,Apostle Islands NL,APIS,National Lakeshore,2018,9,3246,MEYERS ROAD,46.8816968,-91.0460254,108.2,34
145535,Apostle Islands NL,APIS,National Lakeshore,2018,10,1805,MEYERS ROAD,46.8816968,-91.0460254,58.22580645,34
145536,Apostle Islands NL,APIS,National Lakeshore,2018,11,336,MEYERS ROAD,46.8816968,-91.0460254,11.2,34
145537,Apostle Islands NL,APIS,National Lakeshore,2018,12,300,MEYERS ROAD,46.8816968,-91.0460254,9.677419355,34
145586,Assateague Island NS,ASIS,National Seashore,2018,1,6718,BAYBERRY DRIVE,38.2016106,-75.15386509999999,216.70967740000003,429
145587,Assateague Island NS,ASIS,National Seashore,2018,2,6979,BAYBERRY DRIVE,38.2016106,-75.15386509999999,249.25,429
145588,Assateague Island NS,ASIS,National Seashore,2018,3,10912,BAYBERRY DRIVE,38.2016106,-75.15386509999999,352.0,429
145589,Assateague Island NS,ASIS,National Seashore,2018,4,18321,BAYBERRY DRIVE,38.2016106,-75.15386509999999,610.7,429
145590,Assateague Island NS,ASIS,National Seashore,2018,5,27889,BAYBERRY DRIVE,38.2016106,-75.15386509999999,899.6451613,429
145591,Assateague Island NS,ASIS,National Seashore,2018,6,45883,BAYBERRY DRIVE,38.2016106,-75.15386509999999,1529.433333,429
145592,Assateague Island NS,ASIS,National Seashore,2018,7,67212,BAYBERRY DRIVE,38.2016106,-75.15386509999999,2168.129032,429
145593,Assateague Island NS,ASIS,National Seashore,2018,8,66786,BAYBERRY DRIVE,38.2016106,-75.15386509999999,2154.387097,429
145594,Assateague Island NS,ASIS,National Seashore,2018,9,31261,BAYBERRY DRIVE,38.2016106,-75.15386509999999,1042.033333,429
145595,Assateague Island NS,ASIS,National Seashore,2018,10,18196,BAYBERRY DRIVE,38.2016106,-75.15386509999999,586.9677419,429
145596,Assateague Island NS,ASIS,National Seashore,2018,11,10054,BAYBERRY DRIVE,38.2016106,-75.15386509999999,335.1333333,429
145597,Assateague Island NS,ASIS,National Seashore,2018,12,3740,BAYBERRY DRIVE,38.2016106,-75.15386509999999,120.64516129999998,429
145646,Bandelier NM,BAND,National Monument,2018,1,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145647,Bandelier NM,BAND,National Monument,2018,2,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145648,Bandelier NM,BAND,National Monument,2018,3,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145649,Bandelier NM,BAND,National Monument,2018,4,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145650,Bandelier NM,BAND,National Monument,2018,5,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145651,Bandelier NM,BAND,National Monument,2018,6,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145652,Bandelier NM,BAND,National Monument,2018,7,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145653,Bandelier NM,BAND,National Monument,2018,8,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145654,Bandelier NM,BAND,National Monument,2018,9,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145655,Bandelier NM,BAND,National Monument,2018,10,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145656,Bandelier NM,BAND,National Monument,2018,11,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145657,Bandelier NM,BAND,National Monument,2018,12,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145706,Big Cypress NPRES,BICY,National Preserve,2018,1,1287,BEAR ISLAND,26.1832397,-81.2474753,41.51612903,36
145707,Big Cypress NPRES,BICY,National Preserve,2018,2,0,BEAR ISLAND,26.1832397,-81.2474753,0.0,36
145708,Big Cypress NPRES,BICY,National Preserve,2018,3,853,BEAR ISLAND,26.1832397,-81.2474753,27.51612903,36
145709,Big Cypress NPRES,BICY,National Preserve,2018,4,212,BEAR ISLAND,26.1832397,-81.2474753,7.066666667000001,36
145710,Big Cypress NPRES,BICY,National Preserve,2018,5,0,BEAR ISLAND,26.1832397,-81.2474753,0.0,36
145711,Big Cypress NPRES,BICY,National Preserve,2018,6,196,BEAR ISLAND,26.1832397,-81.2474753,6.533333333,36
145712,Big Cypress NPRES,BICY,National Preserve,2018,7,143,BEAR ISLAND,26.1832397,-81.2474753,4.612903226,36
145713,Big Cypress NPRES,BICY,National Preserve,2018,8,844,BEAR ISLAND,26.1832397,-81.2474753,27.22580645,36
145714,Big Cypress NPRES,BICY,National Preserve,2018,9,712,BEAR ISLAND,26.1832397,-81.2474753,23.73333333,36
145715,Big Cypress NPRES,BICY,National Preserve,2018,10,365,BEAR ISLAND,26.1832397,-81.2474753,11.77419355,36
145716,Big Cypress NPRES,BICY,National Preserve,2018,11,985,BEAR ISLAND,26.1832397,-81.2474753,32.83333333,36
145717,Big Cypress NPRES,BICY,National Preserve,2018,12,1104,BEAR ISLAND,26.1832397,-81.2474753,35.61290323,36
145766,Big Cypress NPRES,BICY,National Preserve,2018,1,2492,DONA DRIVE,25.9004733,-81.3254579,80.38709677,37
145767,Big Cypress NPRES,BICY,National Preserve,2018,2,2354,DONA DRIVE,25.9004733,-81.3254579,84.07142857,37
145768,Big Cypress NPRES,BICY,National Preserve,2018,3,1741,DONA DRIVE,25.9004733,-81.3254579,56.16129032,37
145769,Big Cypress NPRES,BICY,National Preserve,2018,4,2719,DONA DRIVE,25.9004733,-81.3254579,90.63333333,37
145770,Big Cypress NPRES,BICY,National Preserve,2018,5,5869,DONA DRIVE,25.9004733,-81.3254579,189.32258059999998,37
145771,Big Cypress NPRES,BICY,National Preserve,2018,6,2047,DONA DRIVE,25.9004733,-81.3254579,68.23333333,37
145772,Big Cypress NPRES,BICY,National Preserve,2018,7,908,DONA DRIVE,25.9004733,-81.3254579,29.29032258,37
145773,Big Cypress NPRES,BICY,National Preserve,2018,8,465,DONA DRIVE,25.9004733,-81.3254579,15.0,37
145774,Big Cypress NPRES,BICY,National Preserve,2018,9,748,DONA DRIVE,25.9004733,-81.3254579,24.93333333,37
145775,Big Cypress NPRES,BICY,National Preserve,2018,10,953,DONA DRIVE,25.9004733,-81.3254579,30.74193548,37
145776,Big Cypress NPRES,BICY,National Preserve,2018,11,1641,DONA DRIVE,25.9004733,-81.3254579,54.7,37
145777,Big Cypress NPRES,BICY,National Preserve,2018,12,1203,DONA DRIVE,25.9004733,-81.3254579,38.80645161,37
145826,Big Cypress NPRES,BICY,National Preserve,2018,1,0,KIRBY STORTER,25.8682117,-81.15422,0.0,38
145827,Big Cypress NPRES,BICY,National Preserve,2018,2,2629,KIRBY STORTER,25.8682117,-81.15422,93.89285714,38
145828,Big Cypress NPRES,BICY,National Preserve,2018,3,2854,KIRBY STORTER,25.8682117,-81.15422,92.06451613,38
145829,Big Cypress NPRES,BICY,National Preserve,2018,4,2708,KIRBY STORTER,25.8682117,-81.15422,90.26666667,38
145830,Big Cypress NPRES,BICY,National Preserve,2018,5,1392,KIRBY STORTER,25.8682117,-81.15422,44.90322581,38
145831,Big Cypress NPRES,BICY,National Preserve,2018,6,1412,KIRBY STORTER,25.8682117,-81.15422,47.06666667,38
145832,Big Cypress NPRES,BICY,National Preserve,2018,7,1928,KIRBY STORTER,25.8682117,-81.15422,62.19354839,38
145833,Big Cypress NPRES,BICY,National Preserve,2018,8,914,KIRBY STORTER,25.8682117,-81.15422,29.48387097,38
145834,Big Cypress NPRES,BICY,National Preserve,2018,9,1685,KIRBY STORTER,25.8682117,-81.15422,56.16666667,38
145835,Big Cypress NPRES,BICY,National Preserve,2018,10,1270,KIRBY STORTER,25.8682117,-81.15422,40.96774194,38
145836,Big Cypress NPRES,BICY,National Preserve,2018,11,2325,KIRBY STORTER,25.8682117,-81.15422,77.5,38
145837,Big Cypress NPRES,BICY,National Preserve,2018,12,2415,KIRBY STORTER,25.8682117,-81.15422,77.90322581,38
145886,Big Cypress NPRES,BICY,National Preserve,2018,1,0,MITCHELL'S LANDING,25.7554905,-80.9292486,0.0,39
145887,Big Cypress NPRES,BICY,National Preserve,2018,2,576,MITCHELL'S LANDING,25.7554905,-80.9292486,20.57142857,39
145888,Big Cypress NPRES,BICY,National Preserve,2018,3,489,MITCHELL'S LANDING,25.7554905,-80.9292486,15.77419355,39
145889,Big Cypress NPRES,BICY,National Preserve,2018,4,118,MITCHELL'S LANDING,25.7554905,-80.9292486,3.933333333,39
