,ParkName,UnitCode,ParkType,Year,Month,TrafficCount,CountLocation,latitude,longitude,TrafficCountDay,CountID
145247,Amistad NRA,AMIS,National Recreation Area,2019,10,4465,ROUGH CANYON ROAD,29.573393499999998,-100.97716779999999,144.0322581,29
145248,Amistad NRA,AMIS,National Recreation Area,2019,11,1389,ROUGH CANYON ROAD,29.573393499999998,-100.97716779999999,46.3,29
145249,Amistad NRA,AMIS,National Recreation Area,2019,12,3833,ROUGH CANYON ROAD,29.573393499999998,-100.97716779999999,123.64516129999998,29
145298,Amistad NRA,AMIS,National Recreation Area,2019,1,352,SAN PEDRO,29.4680955,-100.9535237,11.35483871,30
145299,Amistad NRA,AMIS,National Recreation Area,2019,2,318,SAN PEDRO,29.4680955,-100.9535237,11.35714286,30
145300,Amistad NRA,AMIS,National Recreation Area,2019,3,318,SAN PEDRO,29.4680955,-100.9535237,10.25806452,30
145301,Amistad NRA,AMIS,National Recreation Area,2019,4,464,SAN PEDRO,29.4680955,-100.9535237,15.46666667,30
145302,Amistad NRA,AMIS,National Recreation Area,2019,5,464,SAN PEDRO,29.4680955,-100.9535237,14.96774194,30
145303,Amistad NRA,AMIS,National Recreation Area,2019,6,323,SAN PEDRO,29.4680955,-100.9535237,10.76666667,30
145304,Amistad NRA,AMIS,National Recreation Area,2019,7,332,SAN PEDRO,29.4680955,-100.9535237,10.70967742,30
145305,Amistad NRA,AMIS,National Recreation Area,2019,8,332,SAN PEDRO,29.4680955,-100.9535237,10.70967742,30
145306,Amistad NRA,AMIS,National Recreation Area,2019,9,332,SAN PEDRO,29.4680955,-100.9535237,11.06666667,30
145307,Amistad NRA,AMIS,National Recreation Area,2019,10,332,SAN PEDRO,29.4680955,-100.9535237,10.70967742,30
145308,Amistad NRA,AMIS,National Recreation Area,2019,11,317,SAN PEDRO,29.4680955,-100.9535237,10.56666667,30
145309,Amistad NRA,AMIS,National Recreation Area,2019,12,514,SAN PEDRO,29.4680955,-100.9535237,16.58064516,30
145358,Amistad NRA,AMIS,National Recreation Area,2019,1,300,SPUR 406,29.551464399999997,-101.0218275,9.677419355,31
145359,Amistad NRA,AMIS,National Recreation Area,2019,2,258,SPUR 406,29.551464399999997,-101.0218275,9.214285713999999,31
145360,Amistad NRA,AMIS,National Recreation Area,2019,3,258,SPUR 406,29.551464399999997,-101.0218275,8.322580645,31
145361,Amistad NRA,AMIS,National Recreation Area,2019,4,810,SPUR 406,29.551464399999997,-101.0218275,27.0,31
145362,Amistad NRA,AMIS,National Recreation Area,2019,5,478,SPUR 406,29.551464399999997,-101.0218275,15.41935484,31
145363,Amistad NRA,AMIS,National Recreation Area,2019,6,478,SPUR 406,29.551464399999997,-101.0218275,15.93333333,31
145364,Amistad NRA,AMIS,National Recreation Area,2019,7,959,SPUR 406,29.551464399999997,-101.0218275,30.93548387,31
145365,Amistad NRA,AMIS,National Recreation Area,2019,8,959,SPUR 406,29.551464399999997,-101.0218275,30.93548387,31
145366,Amistad NRA,AMIS,National Recreation Area,2019,9,517,SPUR 406,29.551464399999997,-101.0218275,17.23333333,31
145367,Amistad NRA,AMIS,National Recreation Area,2019,10,517,SPUR 406,29.551464399999997,-101.0218275,16.67741935,31
145368,Amistad NRA,AMIS,National Recreation Area,2019,11,517,SPUR 406,29.551464399999997,-101.0218275,17.23333333,31
145369,Amistad NRA,AMIS,National Recreation Area,2019,12,517,SPUR 406,29.551464399999997,-101.0218275,16.67741935,31
145418,Amistad NRA,AMIS,National Recreation Area,2019,1,1565,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,50.48387097,32
145419,Amistad NRA,AMIS,National Recreation Area,2019,2,1756,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,62.71428571,32
145420,Amistad NRA,AMIS,National Recreation Area,2019,3,2130,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,68.70967742,32
145421,Amistad NRA,AMIS,National Recreation Area,2019,4,2443,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,81.43333333,32
145422,Amistad NRA,AMIS,National Recreation Area,2019,5,4084,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,131.7419355,32
145423,Amistad NRA,AMIS,National Recreation Area,2019,6,2504,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,83.46666667,32
145424,Amistad NRA,AMIS,National Recreation Area,2019,7,2628,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,84.77419355,32
145425,Amistad NRA,AMIS,National Recreation Area,2019,8,2837,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,91.51612903,32
145426,Amistad NRA,AMIS,National Recreation Area,2019,9,2142,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,71.4,32
145427,Amistad NRA,AMIS,National Recreation Area,2019,10,1710,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,55.16129032,32
145428,Amistad NRA,AMIS,National Recreation Area,2019,11,918,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,30.6,32
145429,Amistad NRA,AMIS,National Recreation Area,2019,12,1524,U.S.A.F. MARINA,29.470948999999997,-101.03664609999998,49.16129032,32
145478,Apostle Islands NL,APIS,National Lakeshore,2019,1,0,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,0.0,33
145479,Apostle Islands NL,APIS,National Lakeshore,2019,2,635,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,22.67857143,33
145480,Apostle Islands NL,APIS,National Lakeshore,2019,3,757,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,24.41935484,33
145481,Apostle Islands NL,APIS,National Lakeshore,2019,4,1014,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,33.8,33
145482,Apostle Islands NL,APIS,National Lakeshore,2019,5,2622,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,84.58064516,33
145483,Apostle Islands NL,APIS,National Lakeshore,2019,6,4198,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,139.93333330000002,33
145484,Apostle Islands NL,APIS,National Lakeshore,2019,7,6699,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,216.0967742,33
145485,Apostle Islands NL,APIS,National Lakeshore,2019,8,6558,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,211.54838709999999,33
145486,Apostle Islands NL,APIS,National Lakeshore,2019,9,3718,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,123.93333329999999,33
145487,Apostle Islands NL,APIS,National Lakeshore,2019,10,1795,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,57.90322581,33
145488,Apostle Islands NL,APIS,National Lakeshore,2019,11,515,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,17.16666667,33
145489,Apostle Islands NL,APIS,National Lakeshore,2019,12,412,LITTLE SAND BAY,46.950976000000004,-90.88735870000001,13.29032258,33
145538,Apostle Islands NL,APIS,National Lakeshore,2019,1,0,MEYERS ROAD,46.8816968,-91.0460254,0.0,34
145539,Apostle Islands NL,APIS,National Lakeshore,2019,2,798,MEYERS ROAD,46.8816968,-91.0460254,28.5,34
145540,Apostle Islands NL,APIS,National Lakeshore,2019,3,756,MEYERS ROAD,46.8816968,-91.0460254,24.38709677,34
145541,Apostle Islands NL,APIS,National Lakeshore,2019,4,511,MEYERS ROAD,46.8816968,-91.0460254,17.03333333,34
145542,Apostle Islands NL,APIS,National Lakeshore,2019,5,1260,MEYERS ROAD,46.8816968,-91.0460254,40.64516129,34
145543,Apostle Islands NL,APIS,National Lakeshore,2019,6,2946,MEYERS ROAD,46.8816968,-91.0460254,98.2,34
145544,Apostle Islands NL,APIS,National Lakeshore,2019,7,4614,MEYERS ROAD,46.8816968,-91.0460254,148.83870969999998,34
145545,Apostle Islands NL,APIS,National Lakeshore,2019,8,4526,MEYERS ROAD,46.8816968,-91.0460254,146.0,34
145546,Apostle Islands NL,APIS,National Lakeshore,2019,9,2849,MEYERS ROAD,46.8816968,-91.0460254,94.96666667,34
145547,Apostle Islands NL,APIS,National Lakeshore,2019,10,1813,MEYERS ROAD,46.8816968,-91.0460254,58.48387097,34
145548,Apostle Islands NL,APIS,National Lakeshore,2019,11,348,MEYERS ROAD,46.8816968,-91.0460254,11.6,34
145549,Apostle Islands NL,APIS,National Lakeshore,2019,12,248,MEYERS ROAD,46.8816968,-91.0460254,8.0,34
145598,Assateague Island NS,ASIS,National Seashore,2019,1,15341,BAYBERRY DRIVE,38.2016106,-75.15386509999999,494.8709677,429
145599,Assateague Island NS,ASIS,National Seashore,2019,2,7396,BAYBERRY DRIVE,38.2016106,-75.15386509999999,264.1428571,429
145600,Assateague Island NS,ASIS,National Seashore,2019,3,12201,BAYBERRY DRIVE,38.2016106,-75.15386509999999,393.5806452,429
145601,Assateague Island NS,ASIS,National Seashore,2019,4,22467,BAYBERRY DRIVE,38.2016106,-75.15386509999999,748.9,429
145602,Assateague Island NS,ASIS,National Seashore,2019,5,34693,BAYBERRY DRIVE,38.2016106,-75.15386509999999,1119.129032,429
145603,Assateague Island NS,ASIS,National Seashore,2019,6,53082,BAYBERRY DRIVE,38.2016106,-75.15386509999999,1769.4,429
145604,Assateague Island NS,ASIS,National Seashore,2019,7,79120,BAYBERRY DRIVE,38.2016106,-75.15386509999999,2552.258065,429
145605,Assateague Island NS,ASIS,National Seashore,2019,8,74389,BAYBERRY DRIVE,38.2016106,-75.15386509999999,2399.645161,429
145606,Assateague Island NS,ASIS,National Seashore,2019,9,49184,BAYBERRY DRIVE,38.2016106,-75.15386509999999,1639.466667,429
145607,Assateague Island NS,ASIS,National Seashore,2019,10,22855,BAYBERRY DRIVE,38.2016106,-75.15386509999999,737.2580644999999,429
145608,Assateague Island NS,ASIS,National Seashore,2019,11,11052,BAYBERRY DRIVE,38.2016106,-75.15386509999999,368.4,429
145609,Assateague Island NS,ASIS,National Seashore,2019,12,7633,BAYBERRY DRIVE,38.2016106,-75.15386509999999,246.2258065,429
145658,Bandelier NM,BAND,National Monument,2019,1,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145659,Bandelier NM,BAND,National Monument,2019,2,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145660,Bandelier NM,BAND,National Monument,2019,3,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145661,Bandelier NM,BAND,National Monument,2019,4,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145662,Bandelier NM,BAND,National Monument,2019,5,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145663,Bandelier NM,BAND,National Monument,2019,6,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145664,Bandelier NM,BAND,National Monument,2019,7,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145665,Bandelier NM,BAND,National Monument,2019,8,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145666,Bandelier NM,BAND,National Monument,2019,9,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145667,Bandelier NM,BAND,National Monument,2019,10,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145668,Bandelier NM,BAND,National Monument,2019,11,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145669,Bandelier NM,BAND,National Monument,2019,12,0,ENTRANCE,35.779141700000004,-106.2707841,0.0,35
145718,Big Cypress NPRES,BICY,National Preserve,2019,1,1203,BEAR ISLAND,26.1832397,-81.2474753,38.80645161,36
145719,Big Cypress NPRES,BICY,National Preserve,2019,2,1421,BEAR ISLAND,26.1832397,-81.2474753,50.75,36
145720,Big Cypress NPRES,BICY,National Preserve,2019,3,1247,BEAR ISLAND,26.1832397,-81.2474753,40.22580645,36
145721,Big Cypress NPRES,BICY,National Preserve,2019,4,390,BEAR ISLAND,26.1832397,-81.2474753,13.0,36
145722,Big Cypress NPRES,BICY,National Preserve,2019,5,463,BEAR ISLAND,26.1832397,-81.2474753,14.93548387,36
145723,Big Cypress NPRES,BICY,National Preserve,2019,6,208,BEAR ISLAND,26.1832397,-81.2474753,6.933333332999999,36
145724,Big Cypress NPRES,BICY,National Preserve,2019,7,470,BEAR ISLAND,26.1832397,-81.2474753,15.16129032,36
145725,Big Cypress NPRES,BICY,National Preserve,2019,8,474,BEAR ISLAND,26.1832397,-81.2474753,15.29032258,36
145726,Big Cypress NPRES,BICY,National Preserve,2019,9,722,BEAR ISLAND,26.1832397,-81.2474753,24.06666667,36
145727,Big Cypress NPRES,BICY,National Preserve,2019,10,797,BEAR ISLAND,26.1832397,-81.2474753,25.70967742,36
145728,Big Cypress NPRES,BICY,National Preserve,2019,11,1010,BEAR ISLAND,26.1832397,-81.2474753,33.66666667,36
145729,Big Cypress NPRES,BICY,National Preserve,2019,12,1100,BEAR ISLAND,26.1832397,-81.2474753,35.48387097,36
145778,Big Cypress NPRES,BICY,National Preserve,2019,1,1323,DONA DRIVE,25.9004733,-81.3254579,42.67741935,37
145779,Big Cypress NPRES,BICY,National Preserve,2019,2,4507,DONA DRIVE,25.9004733,-81.3254579,160.96428569999998,37
145780,Big Cypress NPRES,BICY,National Preserve,2019,3,2873,DONA DRIVE,25.9004733,-81.3254579,92.67741935,37
145781,Big Cypress NPRES,BICY,National Preserve,2019,4,2359,DONA DRIVE,25.9004733,-81.3254579,78.63333333,37
145782,Big Cypress NPRES,BICY,National Preserve,2019,5,1150,DONA DRIVE,25.9004733,-81.3254579,37.09677419,37
145783,Big Cypress NPRES,BICY,National Preserve,2019,6,105,DONA DRIVE,25.9004733,-81.3254579,3.5,37
145784,Big Cypress NPRES,BICY,National Preserve,2019,7,307,DONA DRIVE,25.9004733,-81.3254579,9.903225806,37
145785,Big Cypress NPRES,BICY,National Preserve,2019,8,540,DONA DRIVE,25.9004733,-81.3254579,17.41935484,37
145786,Big Cypress NPRES,BICY,National Preserve,2019,9,1622,DONA DRIVE,25.9004733,-81.3254579,54.06666667,37
145787,Big Cypress NPRES,BICY,National Preserve,2019,10,1035,DONA DRIVE,25.9004733,-81.3254579,33.38709677,37
145788,Big Cypress NPRES,BICY,National Preserve,2019,11,1760,DONA DRIVE,25.9004733,-81.3254579,58.66666667,37
145789,Big Cypress NPRES,BICY,National Preserve,2019,12,1800,DONA DRIVE,25.9004733,-81.3254579,58.06451613,37
145838,Big Cypress NPRES,BICY,National Preserve,2019,1,2814,KIRBY STORTER,25.8682117,-81.15422,90.77419355,38
145839,Big Cypress NPRES,BICY,National Preserve,2019,2,4130,KIRBY STORTER,25.8682117,-81.15422,147.5,38
145840,Big Cypress NPRES,BICY,National Preserve,2019,3,3182,KIRBY STORTER,25.8682117,-81.15422,102.6451613,38
145841,Big Cypress NPRES,BICY,National Preserve,2019,4,1788,KIRBY STORTER,25.8682117,-81.15422,59.6,38
145842,Big Cypress NPRES,BICY,National Preserve,2019,5,1973,KIRBY STORTER,25.8682117,-81.15422,63.64516129,38
145843,Big Cypress NPRES,BICY,National Preserve,2019,6,1573,KIRBY STORTER,25.8682117,-81.15422,52.43333333,38
145844,Big Cypress NPRES,BICY,National Preserve,2019,7,2105,KIRBY STORTER,25.8682117,-81.15422,67.90322581,38
145845,Big Cypress NPRES,BICY,National Preserve,2019,8,2051,KIRBY STORTER,25.8682117,-81.15422,66.16129032,38
145846,Big Cypress NPRES,BICY,National Preserve,2019,9,1778,KIRBY STORTER,25.8682117,-81.15422,59.26666667,38
145847,Big Cypress NPRES,BICY,National Preserve,2019,10,1911,KIRBY STORTER,25.8682117,-81.15422,61.64516129,38
145848,Big Cypress NPRES,BICY,National Preserve,2019,11,2914,KIRBY STORTER,25.8682117,-81.15422,97.13333333,38
145849,Big Cypress NPRES,BICY,National Preserve,2019,12,2491,KIRBY STORTER,25.8682117,-81.15422,80.35483871,38
145898,Big Cypress NPRES,BICY,National Preserve,2019,1,611,MITCHELL'S LANDING,25.7554905,-80.9292486,19.70967742,39
145899,Big Cypress NPRES,BICY,National Preserve,2019,2,903,MITCHELL'S LANDING,25.7554905,-80.9292486,32.25,39
145900,Big Cypress NPRES,BICY,National Preserve,2019,3,613,MITCHELL'S LANDING,25.7554905,-80.9292486,19.77419355,39
